num,category,news
4900,7,"태권도 대표팀은 2020 도쿄올림픽에서 은메달 한 개, 동메달 두 개에 그쳤다... 올림픽 사상 최초로 금메달 사냥에 실패했다... 실전 경험 부족에 발목을 잡혔다... 코로나19 펜데믹으로 국제대회를 거의 뛰지 못했다... 반면 유럽 선수들은 교류전을 가지며 꾸준히 기량을 유지했다... 그 결과 남녀 금메달 여덟 개 가운데 다섯 개를 가져갔다... 러.."
4901,2,[아시아경제 권재희 기자] 2020 도쿄 올림픽 출전을 위해 일본에 입국했다가 사라진 우간다 역도 선수가 최근 우간다로 귀국해 구금 상태에서 경찰 조사를 받고 있다고 뉴욕타임스(NYT)가 27일(현지시간) 보도했다... .. .. .. ..NYT에 따르면 역도 선수 줄리어스 세키톨레코(20)는 지난 23일 일본에서 우간다로 귀국한 뒤 바로 경찰에 구금됐..
4902,2,2020 도쿄올림픽 배드민턴 혼합복식에 출전한 서승재(24·삼성생명)-채유정(26·인천국제공항)이 8강전에서 중국의 왕이류-황둥핑에 0-2(9-21 16-21)로 패해 4강 진출에 실패했다... .. .. .. ..세계랭킹 6위인 서승재-채유정은 28일 일본 도쿄 무사시노노모리 종합 스포츠플라자에서 열린 대회 배드민턴 혼합복식 8강전에서 세계랭킹 3위인..
4903,7,"세계양궁협회 공식 트위터 계정이 2020 도쿄올림픽에 출전한 한국 여자 양궁선수들을 소개하면서 아시아인을 차별하는 요소가 담긴 글꼴(폰트)을 써 논란이 됐다. .. ..27일, 세계양궁협회 트위터는 ..한국 여자 양궁팀은 9번의 올림픽에서 금메달 8개를 차지했다면서 ..한국 선수 3명이 상위 예선을 통과해 금메달을 또 따낼 기세라고 소개했다. .."
4904,7,"한국 펜싱 남자 사브르 대표팀이 2020 도쿄올림픽 단체전 결승에 진출했다. ..오상욱(25·성남시청), 구본길(32), 김정환(38·이상 국민체육진흥공단), 후보선수 김준호(27·화성시청)로 구성된 남자 사브르 대표팀은 28일 열린 남자 사브르 단체전 준결승에서 독일을 45-42로 꺾었다. ..이번에 대표팀이 금메달을 따게 되면 한국 대표티은 2연패 .."
4905,7,[머니투데이 홍효진 기자] .. ..골판지 침대로 곤욕을 치른 도쿄 올림픽 선수촌에서 이번엔 세탁물과 관련된 불만이 나오고 있다. .. ..27일(현지시간) 워싱턴포스트(WP) 등에 따르면 미국 럭비 대표팀 선수 코디 멜피는 최근 소셜 미디어 ..'틱톡'을 통해 빨래 중인 자신의 모습이 담긴 짧은 영상 한 편을 게재했다... 선수촌 세탁소에 맡긴 세탁물..
4906,7,28일 일본 지바 마쿠하리 메세에서 열린 도쿄올림픽 펜싱 남자 사브르 단체전 대한민국 대 독일 4강전 경기... 독일에 45-42로 승리한 한국 선수들이 환호하고 있다... 연합뉴스 .. .. .. .. ..‘세계 랭킹 1위’의 한국 펜싱 남자 사브르 대표팀이 2020 도쿄올림픽 단체전 결승에 진출했다... 런던 올림픽에 이어 2연패를 거둘 수 있을지 ..
4907,7,'캡틴' 김연경(33)이 이끄는 한국 여자배구가 8강행을 위한 희망을 쏘아올렸다... .. .. .. ..한국 대표팀은 27일 일본 도쿄 아리아케 아레나에서 벌어진 2020도쿄올림픽 여자배구 A조 예선라운드 2차전에서 아프리카 대표 케냐를 세트스코어 3-0(25-14 25-22 26-24)으로 완파했다... .. .. .. ..이날 승리로 한국은 대회전..
4908,7,퍼펙트골드 ..1996년 8월 1일 애틀랜타 올림픽 양궁경기장에서 열린 여자 개인 결승전 상황이다... 그것도 한 번도 아닌 두 번이나 퍼펙트골드였다... 태극마크를 단 김경욱 선수가 쏜 화살이 과녁 정중앙에 설치된 카메라를 두 번이나 맞추며 전 세계를 놀라게 했다... 김 선수는 이날 금메달을 목에 걸었다. ..70m거리에서 직경 12.2㎝의 10..
4909,7,"■ 진행 ..: 김영수 앵커, 강려원 앵커 ..■ 출연 ..: 송대남 ../ 남자 유도 대표팀 코치 .. ..* 아래 텍스트는 실제 방송 내용과 차이가 있을 수 있으니 보다 정확한 내용은 방송로 확인하시기 바랍니다. .. ..[앵커] .. ..이번 도쿄 올림픽에서도 우리 유도 대표팀 열정적으로 경기에 임하고 있습니다... 안창림 선수와 안바울 선수가 값.."
4910,7,"전지희가 28일 열린 2020 도쿄 올림픽 탁구 여자 단식 8강전에서 일본의 이토 미마와 경기를 하고 있다... .. .. ..연합뉴스 한국 남녀 탁구가 2020 도쿄올림픽 개인전에서 메달권에 진입하지 못했다... .. .. ..남자팀의 대들보 정영식(미래에셋증권)과 여자팀의 ..‘맏언니’ 전지희(포스코에너지)가 세계 1, 2위의 벽에 막혀 나란히 8강.."
4911,7,"“괜찮아, 잘했어!” ..“파이팅” ..“(실점은) 신경쓰지마!” .. .. .. .. 2020 도쿄올림픽 펜싱 여자 에페 결승이 열린 일본 지바의 마쿠하리 메세 경기장... 피스트 위에 올라 분투하는 선수를 향한 동료들의 응원이 끊이지 않았다... 아쉬운 패배가 확정된 순간, 이들은 일제히 피스트로 뛰어 올라가 눈물을 흘리는 동료를 다독였다... 그리.."
4912,7,"정의당이 2020 도쿄올림픽에서 성 소수자 선수가 금메달을 딴 것을 축하한다는 논평을 냈다. .. ..앞선 26일, 영국의 다이빙 선수 톰 데일리는 일본 도쿄 아쿠아틱스 센터에서 열린 2020 도쿄올림픽 다이빙 남자 싱크로나이즈드 10m 플랫폼 결승에서 파트너 매티 리와 함께 471.81점을 얻어 금메달을 목에 걸었다. .. ..그는 수상 소감으로 .."
4913,7,[아시아경제 김형민 기자] 김학범호가 올림픽 8강행 티켓이 걸린 온두라스전에 황의조(보르도)-김진야(서울)-이동준(울산)을 ..'삼각편대'로 내세운다... .. .. .. ..김학범 감독이 이끄는 우리 올림픽 축구대표팀은 28일 일본 요코하마 인터내셔널 스타디움에서 열리는 2020 도쿄올림픽 남자축구 조별리그 B조 최종 3차전에 황의조를 선봉에 세웠다...
4914,7,"세계랭킹 1위 한국 펜싱 남자 사브르 대표팀이 2020 도쿄올림픽 단체전 결승을 확정하는 순간 원우영 해설위원은 감격의 눈물을 흘렸다... .. .. .. ..오상욱(성남시청), 구본길 김정환(이상 국민체육진흥공단)과 후보선수 김준호(화성시청)로 이뤄진 남자 사브르 대표팀은 28일 일본 지바의 마쿠하리 메세에서 열린 남자 사브르 단체전 준결승에서 독일을.."
4915,7,여자 유도 김성연(30)이 28일 일본 도쿄 부도칸에서 열린 A.아레이 소피나(카메룬)와의 도쿄올림픽 유도 여자 70kg급 32강전에서 한판승으로 16강에 안착했다.   이날 경기 초반부터 적극적인 공격을 펼치던 김성연은 1분48초만에 엎어치기로 절반을 따냈다. 이어 소피나를 매트 위로 누른 김성연은 10초 동안 상대를 제압해 16강 진출을 확정했다.
4916,7,[머니투데이 소가윤 기자] 도쿄올림픽 여자 기계체조 단체전에 출전했다가 심리적 압박으로 인해 경기 도중 기권한 미국의 체조 선수 시몬 바일스(24)에게 격려가 쏟아졌다. .. ..바일스는 27일 도쿄 아리아케 체조경기장에서 열린 도쿄올림픽 여자 기계체조 단체전에서 주 종목인 도마에 나섰다가 낮은 점수에 그치자 나머지 3개 종목은 기권했다. .. ..그를..
4917,7,한국 수영의 간판 황선우(18·서울체고)가 자유형 100ｍ 준결승에서 다시 한번 자신의 기록을 넘어서며 결승에 진출했다... 이번에는 아시아 신기록이다. ..황선우는 27일 일본 도쿄 아쿠아틱스 센터에서 열린 2020 도쿄올림픽 경영 남자 자유형 100ｍ 준결승에서 47초56로 터치패드를 찍었다... 전날 예선에서 자신이 세운 한국 신기록 47초97을 ..
4918,2,"국제통화기금,IMF가 G7 국가 가운데 유일하게 올해 일본 성장률 전망을 하향 조정했습니다. .. ..IMF는 올해 전망을 담은 보고서에서 일본의 올해 실질 국내총생산,GDP 성장률이 2.8％ 수준이 될 것이라고 내다봤습니다. .. ..이런 수치는 지난 4월 보고서에서 전망했던 것보다 0.5%p 낮은 것으로, 일본은 G7 국가 중 최하위를 기록했습니다..."
4919,7,역도 메달 기대주 진윤성(26·고양시청)이 선수촌 골판지 침대 상태를 자신의 인스타그램에 올렸다... .. .. .. .. 진윤성은 27일 밤 인스타그램 스토리에 ..“일주일만 더 버텨봐...시합까지만”이라는 글과 함께 자신의 골판지 침대를 만지는 짧은 영상을 올렸다... .. .. .. .. 영상엔 침대 프레임이 찢어져 아래로 무너질 듯한 모습이 담겼..
4920,7,올림픽 양궁대표팀 장민희가 28일 일본 도쿄 유메노시마공원 양궁장에서 열린 도쿄올림픽 개인전 32강에서 일본의 나카무라 미키를 상대로 경기를 펼치고 있다... 연합뉴스 .. .. .. .. 한국 여자 양궁 대표팀의 장민희가 개인전 32강에서 탈락하며 생애 첫 올림픽 일정에 마침표를 찍었다... .. .. .. .. 장민희는 28일 오후 일본 도쿄의 유메..
4921,7,사진=세계양궁협회 트위터 캡처 .. .. 27일 세계양궁협회 공식 트위터 계정이 2020 도쿄올림픽에 출전한 한국 여자 양궁선수들을 소개하며 아시아인을 차별하는 요소가 담긴 글꼴(폰트)을 사용해 논란이 됐다... .. .. .. .. 세계양궁협회는 소셜네트워크서비스(SNS)인 공식 트위터 계정에 ..“한국 여자 양궁팀은 9번의 올림픽에서 금메달 8개를 ..
4922,7,"‘도마 공주’ 여서정(19·수원시청)이 도쿄올림픽 히든카드를 준비하고 있다... 아빠 여홍철(50) 경희대 교수의 전설적인 기술 ..'여홍철2'를 보고 만든 기술 ..'여서정'을 꺼낼 예정이다... .. .. .. .. 여서정은 지난 25일 대회 여자 기계체조 단체전 예선 도마 종목에서 1, 2차 시기 평균 14.800점으로 전체 5위로 결선에 진출했다.."
4923,3,? 아시아증시 마감 .. .. .. ..28일 아시아 증시는 중국 규제 리스크에서 서서히 회복세로 돌아서는 모습이었다... 다만 코로나19 감염 확산세에 따른 불안감은 여전히 증시를 짓눌렀다.? .. .. .. ..이날 일본 증시는 코로나19 감염 확산세에 따른 불안감이 커지며 3거래일 만에 하락세로 돌아섰다.?닛케이225지수는 전 거래일 대비 ..?3..
4924,7,한국 수영의 현재이자 미래인 황선우(18·서울체고)가 생애 첫 올림픽인 도쿄에서 또 새 역사를 썼다... 황선우는 아시아 신기록을 세우며 한국 수영 사상 처음으로 올림픽 자유형 100m 결승에 올랐다. ..황선우는 28일 일본 도쿄 아쿠아틱스 센터에서 열린 2020 도쿄올림픽 경영 남자 자유형 100m 준결승 1조에서 47초56로 터치패드를 찍었다. ..
4925,7,'광주 펜싱 여자 에페 베테랑' 강영미(36·광주 서구청)가 5년 만에 올림픽 한을 풀었다... 2016년 리우에서 노메달에 그쳤던 강영미는 2020도쿄올림픽에서 은메달을 목에 걸었다. ..강영미·송세라(28·부산시청)·최인정(31·계룡시청)·이혜인(26·강원도청)으로 이뤄진 한국 펜싱 여자 에페 대표팀은 지난 27일 오후 일본 지바현 마쿠하리 메세B홀..
4926,7,'한국 여자 유도 간판' 김성연(30·광주도시철도공사)이 도쿄올림픽 개인전 메달 획득에 실패했다. ..세계랭킹 29위 김성연은 28일 일본 도쿄 무도관에서 열린 2020 도쿄올림픽 유도 여자 70㎏급 16강전에서 세계 8위 미카엘라 플레레스(오스트리아)에 연장 접전 끝에 절반을 내주며 졌다. ..김성연은 앞선 32강전에서 아유크 오테이 소피나(카메룬·4..
4927,7,"우리나라에서 수영으로 올림픽 결승 무대를 처음 밟았던 남유선 MBC 수영 해설위원이 2020 도쿄올림픽에서 남자 수영 100m 결승을 앞두고 있는 황선우 선수에게 ..“전반부터 오버 페이스가 되더라도 빠르게 치고 나가도 좋을 것”이라고 조언했다... .. ..올림픽 결승에 진출한 한국 수영 선수는 단 세 명뿐이다... 남 위원이 2004년 아테네올림픽,.."
4928,7,[머니투데이 이은 기자] 수영 국가대표 황선우(18·서울체고)가 아시아 신기록을 세우며 한국 수영 역사상 처음으로 올림픽 자유형 100m 결승에 진출했다... .. .. ..황선우는 28일 일본 도쿄 아쿠아틱스 센터에서 열린 도쿄올림픽 경영 남자 자유형 100m 준결승 1조에서 47초56으로 8명 중 3위를 기록했다... 이는 전체 16명 중 4위에 해..
4929,6,"［충북일보］ 단양군이 군정 소식의 발 빠른 전달을 위해 운영 중인 카카오톡 채널 ..'단양군청'이 가입자 3천160명을 넘어서며 군민 소통의 일등공신으로 호평을 받고 있다... .. .. ..군은 일자리, 행사, 이벤트, 대규모 사업계획, 코로나19 정보 등 군정의 전반적인 소식을 실시간으로 접할 수 있는 카카오톡 채널 단양군청에 이달에만 가입자 수가 .."
4930,7,너무 힘들어서 잠이 오지 않더라. .. .. .. .. .. .. 황선우(18·서울체고)가 ..'괴물' 같은 회복력을 앞세워 아시아 신기록을 세우고 한국 수영 역사상 처음으로 올림픽 자유형 100m 결승 무대까지 밟는다... .. .. .. .. 황선우는 27일 일본 도쿄 아쿠아틱스 센터에서 열린 도쿄올림픽 경영 남자 자유형 100m 준결승 1조에서..
4931,7,"람·디섐보 코로나로 출전 무산 .. .. ..세계랭킹 톱10중 3명만 참가 .. .. .. .. ..임, 모리카와·매킬로이와 한조 .. .. ..김, 덴마크·프랑스선수와 동반 .. .. .. .. ..남자골프 29일부터 4일 열전 .. .. ..日 태풍 영향권 바람 최대변수 .. .. .. ..임성재와 김시우가 29일 오전부터 4일간 일본 사이타마현 가.."
4932,7,안산 ..= 박성훈 기자 .. .. .. .. ..도쿄올림픽에 참가 중인 양궁 국가대표 안산 선수의 맹활약에 경기 안산시민들이 ..“홍보대사로 위촉하자”며 뜨거운 반응을 보이고 있다. .. .. .. ..안산시는 27일 오전 SNS에 ..“안산 선수가 2개의 금메달을 획득했다... 안 선수의 이름이 안산(安山)시와 한자까지 똑같다”며 ..“안산 선수를 ..
4933,7,"2020 도쿄올림픽은 전력 평준화로 절대 강자가 사라진 세계 태권도의 현실을 재확인한 자리였다... .. .. .. .. 도쿄올림픽 태권도 경기는 27일로 나흘간의 일정을 모두 마쳤다... .. .. .. .. 이번 대회에는 ..'올림픽 난민팀'(EOR)과 61개국이 참가했다... .. .. .. .. 올림픽 태권도 경기는 남녀 4개 체급씩, 총 8개 .."
4934,7,황의조가 2020 도쿄올림픽에서 해트트릭을 달성했다... .. .. .. ..한국 올림픽축구대표팀은 28일 일본 요코하마 국립경기장에서 열린 2020 도쿄 올림픽 남자축구 조별리그 B조 온두라스와의 경기에서 후반 7분 황의조의 추가골로 4-0을 만들었다... .. .. .. ..한국은 이날 전반전에 페널티킥 2개를 포함해 3골을 터뜨리며 3-0으로 크게..
4935,2,남자양궁의 김우진(29·청주시청)이 개인전 32강에 가볍게 안착했다... 28일 오후 일본 도쿄의 유메노시마공원 양궁장에서 열린 2020 도쿄올림픽 양궁 남자 개인전 64강에서 헝가리의 머처시 러슬로 벌로그흐를 6-0(27-26 27-25 29-25)으로 이겼다... 잠시 뒤 프랑스의 피에르 플리옹과 16강 진출을 두고 맞붙는다... 이미 남자 단체전에..
4936,7,[사진=연합뉴스]   28일 요코하마 국제경기장에서 열린 도쿄올림픽 남자축구 조별리그 B조 3차전 대한민국 대 온두라스의 경기 후반전. 이강인이 여섯 번째 골을 넣고 환호 하고 있다. ? 유대길 기자 dbeorlf123
4937,7,"황선우(18·서울체고) 앞에는 ..‘제2의 박태환’이라는 수식어가 붙는다... 한국 수영에서 박태환(31)이라는 존재가 컸기에, 유망주가 배출될 때마다 이렇게 불렸다... 그러나 황선우는 처음 출전한 올림픽인 도쿄 대회에서 잇단 한국 신기록과 아시아 신기록까지 세우며 기대감을 크게 높였다... .. ..황선우와 박태환은 13세의 나이 차 때문에 특별한 .."
4938,7,삼성전자 갤럭시S21 올림픽 에디션... ../삼성전자 .. .. .. .. .. .. .. .. 2020 도쿄올림픽에서 태극전사들의 메달 행진이 이어지고 있는 가운데 재계도 선수들의 사기 진작을 위해 역대 최고의 포상금을 내걸고 각종 후원을 하는 등 물심양면의 지원을 아끼지 않고 있다... .. .. .. .. 28일 재계에 따르면 삼성전자는 국내외 ..
4939,7,[아시아경제 김형민 기자] 김학범호가 6골을 터트리는 화끈한 공격력으로 온두라스를 잡고 조 1위를 확정해 8강에 올랐다... ..'갓의조' 황의조(보르도)는 페널티킥 2골과 필드골 1골 등으로 해트트릭을 작성했다... .. .. .. ..김학범 감독이 이끄는 우리 올림픽 축구대표팀은 28일 일본 요코하마의 요코하마 인터내셔널 스타디움에서 열린 온두라스와..
4940,7,28일 요코하마 국제경기장에서 열린 도쿄올림픽 남자축구 조별리그 B조 3차전 대한민국 대 온두라스의 경기... 황의조가 팀의 세 번째 골을 넣은 뒤 ..'양궁 세리머니'를 펼치고 있다... 연합뉴스 .. .. .. .. 김학범 감독이 이끄는 올림픽 축구대표팀이 28일 일본 요코하마 인터내셔널 스타디움에서 열린 도쿄올림픽 남자 축구 조별리그 3차전에서 온..
4941,3,2020 도쿄올림픽에서 메달을 딴 선수들이 ..'로또'로 불리는 특별공급 청약 자격을 받는다는 사실이 알려져 무주택 젊은 층의 부러움을 사고 있다... .. ..28일 한국부동산원에 따르면 국제대회에서 일정 성적 이상을 거둔 선수들은 기관추천 특별공급을 받을 수 있다... 기관추천은 선수 개인이 직접 신청하는 것이 아니라 선수가 속한 연맹이나 협회를 통..
4942,2,도쿄올림픽 경기가 한창인 와중에 일본의 신종 코로나바이러스 감염증(코로나19) 하루 신규 확진자가 역대 최다치를 경신하면서 1만명에 다가섰다... .. .. .. .. 도쿄올림픽 엿새째인 28일 일본 전국에서 새롭게 확인된 코로나19 감염자는 9천576명(오후 6시 NHK 집계 기준)이다... .. .. .. .. 일본의 일간 신규 감염자가 9천 명대로..
4943,7,"2020 도쿄올림픽에 참가한 중국 여자 수구 선수의 미모가 화제다. ..쉬옹둔한(熊敦瀚·23)이란 이름의 수구 선수는 중국 후난성 웨양시에서 태어나 키 178㎝, 몸무게 75㎏의 체격을 보유 중이다. ..중학교 1학년때 배드민턴을 하다 감독 눈에 들어 웨양시 수영학교에 입학했으며, 2010년 웨양시 수영학교가 여자 수구팀을 창단하면서 웨양시 최초의 수구.."
4944,,더불어민주당 대선 후보 본경선의 첫 TV토론회가 28일 살얼음판을 걷듯이 진행됐다... 각 후보들은 토론회 전반부 상호 비방을 자제했지만 후반부에는 ..‘노무현 전 대통령 탄핵 찬반’ ..‘백제 발언’을 놓고 공방을 벌였다... 코로나 재확산으로 대면 활동이 줄면서 본경선 승부처가 된 TV토론회가 경선 판도를 바꿀지 주목된다... 민주당은 앞으로 20여..
4945,2,"[헤럴드경제=조범자 기자] 한국 여자 양궁 대표팀의 맏언니 강채영(25·현대모비스)이 2020 도쿄올림픽 개인전 16강에 안착했다... .. .. .. .. 여자 단체전 금메달리스트 강채영은 28일 일본 도쿄의 유메노시마공원 양궁장에서 열린 2020 도쿄올림픽 양궁 여자 개인전 32강전서 베로니카 마르첸코(우크라이나)를 7-1(27-26, 29-28, .."
4946,2,"올림픽 개막 이후 코로나19 감염자가 폭증하고 있는 도쿄에서 오늘 신규 확진자가 처음으로 3천 명을 넘어서며 또 최다 기록을 경신했습니다. .. ..도쿄도 발표에 따르면 오늘 신규 확진자 수는 3,177명으로 나타나 어제에 이어 다시 코로나 사태 이후 가장 많은 감염자가 나왔습니다. .. ..이런 수치는 1주일 전인 지난 21일보다 1,345명 늘어난 .."
4947,7,압도적 기량의 ..‘체조 여왕’ 시몬 바일스(24·미국)가 정신적 압박감에 도쿄 올림픽 여자 기계체조 개인종합 결선도 기권했다... AP·로이터통신 등은 바일스가 흔들리는 멘털을 가다듬고자 29일 열리는 개인종합 결선을 포기했다고 28일 일제히 보도했다... .. .. .. .. .. 2016년 리우데자네이루 대회에서 6개 종목 중 4관왕을 차지해 이번..
4948,2,“일본과의 경기부터 승리하겠습니다.” 2020 도쿄 올림픽 한국 여자 핸드볼이 8강 길목에서 숙적 일본과 만났다... 두 팀은 29일 오후 2시 15분 일본 도쿄의 요요기 국립체육관에서 맞대결을 벌인다... .. .. .. .. .. A조에 속한 두 팀은 노르웨이·네덜란드·몬테네그로·앙골라와 조별 리그를 벌여 4위 안에 들어야 8강에 오를 수 있다...
4949,4,방송통신심의위원회(이하 방심위)가 MBC 올림픽 중계 논란 관련 민원 검토에 착수했다... .. ..28일 방심위 관계자는 매일경제 스타투데이에 ..MBC의 2020 도쿄올림픽 중계 관련 민원은 27일 기준으로 총 175건이 접수됐다면서 ..해당 부서에서 검토 중이다라고 밝혔다... .. ..MBC는 2020 도쿄 올림픽 개막식부터 잇단 논란에 ..
4950,2,"지하철 선로에 도쿄올림픽 반대 전단을 뿌린 일본 남성이 업무방해 혐의로 현지 경찰에 체포됐다... 함께 지하철에 타 있던 경찰관에게 덜미를 잡혔다... .. .. .. ..교도통신 등 현지 매체들에 따르면, 일본 아이치현 중앙경찰서는 지난 23일 오전 11시 15분쯤 지하철 창문 밖으로 도쿄올림픽 개최를 비판하는 내용의 전단 수십장을 뿌린 50대 남성 .."
4951,2,"경기에서 졌을 뿐인데, 일본의 다양성을 보여주는 간판스타에서 ..말도 제대로 못 하는 반쪽짜리 일본인으로 전락했다... 테니스 세계 랭킹 2위 오사카 나오미의 일본 내 여론이 2020 도쿄올림픽 여자 단식 3회전 경기 이후 급격하게 달라졌다... .. .. .. ..오사카 나오미는 지난 27일 도쿄올림픽 여자 단식 3회전에서 세계 랭킹 42위 체코의.."
4952,7,2020 도쿄올림픽 복싱 경기 도중 상대 선수 귀를 물려고 시도한 선수가 실격 처리됐다... .. .. .. ..27일 일본 도쿄 국기관에서 열린 도쿄올림픽 복싱 남자 헤비급 경기에서 유네스 발라(모로코)는 데이비드 나이카(뉴질랜드)와 경기 도중 상대 선수 귀를 물어뜯으려는 동작을 취했다... .. .. .. ..깜짝 놀란 나이카가 얼굴을 돌려 다행히 ..
4953,2,"장민희(22·인천대)가 바람에 막혀 개인전 32강에서 탈락했다. .. .. .. ..장민희는 28일 오후 일본 도쿄의 유메노시마공원 양궁장에서 열린 도쿄올림픽 양궁 여자 개인전 2회전(32강)에서 나카무라 미키(일본)에게 2-6(26-28, 25-26, 27-26, 26-27)으로 패했다. .. .. .. ..강채영(25·현대모비스), 안산(20·광주여.."
4954,7,"2020 도쿄올림픽이 열리는 일본 수도권 등 일부 지역이 제 8호 태풍 네파탁 영향권에 들어갔다... 해양 스포츠 종목들이 잇따라 영향을 받았다... 이번 대회에서 처음 정식 종목으로 채택된 서핑은 직격탄을 맞았다... .. .. .. .. 이번 태풍으로 결승전 날짜를 바꿨다... 원래는 28일이었는데, 태풍으로 인한 기상 악화를 고려해 27일로 하루 .."
4955,7,올해 KBO리그에서 가장 뜨거웠던 투수 원태인(삼성라이온즈)이 ..'김경문호' 올림픽 야구 국가대표팀의 첫 경기 선발투수로 결정됐다... .. .. .. .. 김경문 대표팀 감독은 28일 일본 요코하마 시청에서 열린 기자회견에서 29일 오후 7시 일본 요코하마 스타디움에서 열리는 이스라엘과 2020 도쿄올림픽 B조 조별리그 1차전의 선발투수로 원태인이 ..
4956,7,영국 국가대표 톰 데일리(27)가 소중한 금메달을 보호하는 자신만의 방법을 공개해 화제다... .. .. .. ..데일리 선수는 지난 26일 일본 도쿄 아쿠아틱스 센터에서 열린 2020 도쿄올림픽 남자 다이빙 싱크로나이즈드 10m 플랫폼 결승에서 파트너 매티 리와 함께 471.81점을 얻어 금메달을 목에 걸었다... .. .. .. ..데일리는 27일 ..
4957,3,"2020 도쿄올림픽이 개막했지만 코로나19 확산에 무더위까지 겹치면서 소상공인들이 기대하던 올림픽 특수가 실종됐다... .. .. .. ..그동안 올림픽 기간이면 치킨집, 호프집, 편의점 등은 눈코뜰새 없이 바빴지만 올해는 매출이 오르지 않아 울상이다... .. .. .. ..대구지역 GS25, 세븐일레븐은 올림픽 축구 본선 경기 당일에만 치킨 할인행사.."
4958,7,"김학범호가 도쿄올림픽 남자축구 8강행이 걸린 온두라스와 조별리그 최종전에서 황의조(보르도)의 멀티골과 원두재(울산)의 페널티킥 득점을 앞세워 전반을 3-0으로 마무리했다... 온두라스는 1명이 퇴장당한 채 후반 경기를 치러야 하는 상황이라, 한국이 조 1위로 8강에 오를 가능성이 높아졌다. .. .. .. ..김학범 감독이 이끄는 한국 올림픽 축구대표팀.."
4959,7,"호주의 서퍼 오웬 라이트(31)는 지난 27일 일본 스리가사키 해변에서 벌어진 2020 도쿄올림픽 남자 서핑에서 동메달을 딴 뒤 ..“구름 위를 걷는 기분”이라고 벅찬 소감을 밝혔다... ..‘구름 위를 걷는다’는 다소 상투적인 표현이지만 라이트에게는 특별한 이유가 있다... 영국 가디언에 따르면, 그는 5년 전만 해도 평지에서조차 제대로 걷지 못하는 .."
4960,7,"황선우(18·서울체고)가 또다시 수영 역사를 바꿨다... 한국 선수 최초, 아시아 선수로는 65년만에 올림픽 수영 남자 자유형 100m 결선에 올랐다. .. ..황선우는 28일 도쿄 아쿠아틱 센터에서 열린 2020 도쿄 올림픽 수영 남자 자유형 100m 준결승 1조에서 47초56의 기록으로 3위로 들어왔다... 한국 신기록은 새로 경신하는 동시에 아시아.."
4961,7,야구 종목이 마지막으로 치러진 2008 베이징 올림픽에서 한국은 풀리그 7경기와 준결승·결승까지 9전 전승의 신화를 쓰고 금메달을 목에 걸었다... 당시 우승 사령탑 김경문 감독이 다시 지휘봉을 잡은 한국 야구 대표팀이 13년 만에 타이틀 방어에 나선다... .. .. .. .. .. 김경문호는 29일 오후 7시 일본 요코하마 스타디움에서 2020 도쿄..
4962,2,2020 도쿄올림픽 진행이 한창인 가운데 하키 경기장에서 바퀴벌레가 나와 충격을 안겼다... 누리꾼들은 ..“위생 관리가 제대로 되고 있는 게 맞냐”며 비판했다... .. .. .. ..아르헨티나 방송국 ..‘Tyc Sports’은 지난 26일 일본 도쿄 오이 하키 경기장에서 열린 여자 B조 아르헨티나와 스페인 경기 중계 중 경기장을 기어다니는 바퀴벌레..
4963,7,"김학범호의 올림픽 8강이 보인다... .. .. .. .. 김학범 감독이 이끄는 한국이 28일 오후 5시30분 일본 요코하마 국립경기장에서 열린 온두라스와 2020 도쿄올림픽 남자축구 B조 조별리그 최종 3차전에서 전반에 3골을 터뜨리며 주도권을 잡았다... 전반은 3-0으로 끝났다... .. .. .. .. 전반 12분 황의조(보르도), 전반 19분 .."
4964,7,올림픽 야구대표팀 김경문 감독이 28일 일본 요코하마 구 시청에서 열린 기자회견에서 취재진 질문에 답하고 있다... 오른쪽은 첫경기 상대인 이스라엘 에릭 홀츠 감독... 김경문 야구 국가대표팀 감독은 한국의 끈끈한 조직력을 내세워 올림픽 2연패에 도전하겠다는 각오를 밝혔다... .. .. .. .. 김 감독은 28일 일본 요코하마 시청에서 열린 2020..
4965,7,물을 탈 때마다 이제는 세계를 놀라게 한다... .. .. .. .. 한국 수영의 ..‘어린왕자’ 황선우(18·서울체고)가 28일 일본 도쿄 아쿠아틱스센터에서 열린 2020 도쿄 올림픽 수영 남자 자유형 100m 준결선에서 47초56으로 전체 4위에 올라 결선에 진출했다... .. .. .. .. 준결선 레이스 한 번에 황선우는 많은 기록을 갈아 치웠다..
4966,5,도쿄올림픽 양궁 2관왕 김제덕(17) 선수가 재학 중인 경북도청 신도시 내 경북일고등학교에 양궁장이 건립된다... .. .. .. .. 28일 경북도교육청 등에 따르면 예천군 호명면에 있는 경북일고에 양궁장 건립하고자 지난해 11월 학교 동쪽 경계지에 위치한 예천군 근린공원 부지 3천97㎡를 5억여 원에 매입해 현재 설계용역을 하고 있다... 용역이 끝..
